Gene ID,source_id,Organism,Product Description,Protein Length,Molecular Weight,Superfamily Description,# TM Domains,Computed GO Functions,Secretome,Cyst,Trophozoite
GL50581_3118,GL50581_3118-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWG0],1132.0,127451.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50581_3119,GL50581_3119-t26_1,Giardia Assemblage B isolate GS,Ribosomal_L7Ae domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWG1],120.0,13676.0,50S ribosomal protein L30e-like,0.0,structural constituent of ribosome,0,0,1
GL50581_312,GL50581_312-t26_1,Giardia Assemblage B isolate GS,Reverse transcriptase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LNK8],163.0,17781.0,DNA/RNA polymerase superfamily,0.0,RNA-directed DNA polymerase activity;endonuclease activity,0,0,1
GL50581_3120,GL50581_3120-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,382.0,43142.0,,0.0,,0,0,1
GL50581_3121,GL50581_3121-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,699.0,77659.0,,0.0,,0,0,1
GL50581_3122,GL50581_3122-t26_1,Giardia Assemblage B isolate GS,Myb 1-like protein [Source:UniProtKB/TrEMBL;Acc:C6LWG4],528.0,58401.0,Homeobox-like domain superfamily,0.0,,0,0,1
GL50581_3123,GL50581_3123-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,468.0,51678.0,,0.0,,0,0,1
GL50581_3124,GL50581_3124-t26_1,Giardia Assemblage B isolate GS,Actin related protein [Source:UniProtKB/TrEMBL;Acc:C6LWG6],970.0,106661.0,EF-hand domain pair,0.0,,0,0,1
GL50581_3125,GL50581_3125-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1117.0,124176.0,EF-hand domain pair,0.0,,0,0,1
GL50581_3126,GL50581_3126-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,458.0,51656.0,,7.0,,0,0,1
GL50581_3127,GL50581_3127-t26_1,Giardia Assemblage B isolate GS,RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWG9],210.0,23893.0,,1.0,,0,0,1
GL50581_3128,GL50581_3128-t26_1,Giardia Assemblage B isolate GS,Putative serine/threonine-protein kinase [Source:UniProtKB/TrEMBL;Acc:C6LWH0],887.0,99190.0,,1.0,kinase activity,0,0,1
GL50581_3129,GL50581_3129-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,138.0,15883.0,,4.0,,0,0,1
GL50581_313,GL50581_313-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,731.0,79318.0,,0.0,protein binding,0,0,1
GL50581_3130,GL50581_3130-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWH2],451.0,50482.0,Protein kinase-like domain superfamily,0.0,ATP binding;protein kinase activity;protein serine/threonine kinase activity,0,0,1
GL50581_3131,GL50581_3131-t26_1,Giardia Assemblage B isolate GS,BBS1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWH3],661.0,71569.0,,0.0,,0,0,1
GL50581_3132,GL50581_3132-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1263.0,137582.0,,0.0,,0,0,1
GL50581_3133,GL50581_3133-t26_1,Giardia Assemblage B isolate GS,Tubulin-specific chaperone A [Source:UniProtKB/TrEMBL;Acc:C6LWH5],114.0,12799.0,Tubulin binding cofactor A superfamily,0.0,beta-tubulin binding,1,0,1
GL50581_3134,GL50581_3134-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,135.0,15242.0,,0.0,,0,0,1
GL50581_3135,GL50581_3135-t26_1,Giardia Assemblage B isolate GS,NFACT-R_1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWH7],229.0,26868.0,,0.0,,0,0,1
GL50581_3137,GL50581_3137-t26_1,Giardia Assemblage B isolate GS,Vesicle-fusing ATPase [Source:UniProtKB/TrEMBL;Acc:C6LWH8],423.0,46561.0,MIT domain superfamily;P-loop containing nucleoside triphosphate hydrolase,0.0,ATP binding;ATP hydrolysis activity;isomerase activity,0,0,1
GL50581_3138,GL50581_3138-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,269.0,30213.0,,0.0,,0,0,1
GL50581_3139,GL50581_3139-t26_1,Giardia Assemblage B isolate GS,"ABC transporter, putative [Source:UniProtKB/TrEMBL;Acc:C6LWI0]",1165.0,129684.0,"P-loop containing nucleoside triphosphate hydrolase;ABC transporter type 1, transmembrane domain superfamily",8.0,ABC-type xenobiotic transporter activity;ATP binding;ATP hydrolysis activity;ATPase-coupled transmembrane transporter activity,0,0,1
GL50581_314,GL50581_314-t26_1,Giardia Assemblage B isolate GS,TCTP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LNL0],151.0,17366.0,Mss4-like superfamily,0.0,,1,0,1
GL50581_3140,GL50581_3140-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,34.0,3842.0,,0.0,,0,0,1
GL50581_3141,GL50581_3141-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1067.0,119174.0,,0.0,,0,0,1
GL50581_3142,GL50581_3142-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,252.0,27926.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding;transferase activity,0,0,1
GL50581_3143,GL50581_3143-t26_1,Giardia Assemblage B isolate GS,High cysteine protein [Source:UniProtKB/TrEMBL;Acc:C6LWI4],538.0,57816.0,Growth factor receptor cysteine-rich domain superfamily,1.0,,0,0,1
GL50581_3144,GL50581_3144-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,167.0,17956.0,,0.0,,0,0,1
GL50581_3145,GL50581_3145-t26_1,Giardia Assemblage B isolate GS,DNA repair protein RAD52 [Source:UniProtKB/TrEMBL;Acc:C6LWI6],326.0,35677.0,,0.0,,0,0,1
GL50581_3146,GL50581_3146-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,585.0,65664.0,,0.0,,0,0,1
GL50581_3147,GL50581_3147-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,255.0,28915.0,,0.0,,0,0,1
GL50581_3148,GL50581_3148-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,169.0,19650.0,,0.0,,0,0,1
GL50581_3149,GL50581_3149-t26_1,Giardia Assemblage B isolate GS,Ribonucloprotein [Source:UniProtKB/TrEMBL;Acc:C6LWJ0],122.0,13260.0,50S ribosomal protein L30e-like,0.0,RNA binding,0,0,1
GL50581_315,GL50581_315-t26_1,Giardia Assemblage B isolate GS,WW domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LNL1],840.0,94468.0,WW domain superfamily,0.0,protein binding,0,0,1
GL50581_3150,GL50581_3150-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,155.0,16860.0,,0.0,,0,0,1
GL50581_3151,GL50581_3151-t26_1,Giardia Assemblage B isolate GS,Trichohyalin [Source:UniProtKB/TrEMBL;Acc:C6LWJ2],607.0,70888.0,,0.0,,0,0,1
GL50581_3152,GL50581_3152-t26_1,Giardia Assemblage B isolate GS,CMP/dCMP-type deaminase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWJ3],163.0,17803.0,Cytidine deaminase-like,0.0,catalytic activity;hydrolase activity;zinc ion binding,0,0,1
GL50581_3153,GL50581_3153-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,841.0,94000.0,Sec1-like superfamily,0.0,,0,1,0
GL50581_3154,GL50581_3154-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,459.0,51037.0,,0.0,,0,0,1
GL50581_3155,GL50581_3155-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,701.0,78809.0,,0.0,,0,0,1
GL50581_3156,GL50581_3156-t26_1,Giardia Assemblage B isolate GS,Proteasome endopeptidase complex [Source:UniProtKB/TrEMBL;Acc:C6LWJ7],165.0,18958.0,"Nucleophile aminohydrolases, N-terminal",0.0,threonine-type endopeptidase activity,0,0,1
GL50581_3157,GL50581_3157-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,5276.0,595379.0,,0.0,,0,0,1
GL50581_3158,GL50581_3158-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,440.0,48404.0,,0.0,,0,0,1
GL50581_3159,GL50581_3159-t26_1,Giardia Assemblage B isolate GS,Mevalonate kinase [Source:UniProtKB/TrEMBL;Acc:C6LWK0],343.0,36987.0,"Ribosomal protein S5 domain 2-type fold;GHMP kinase, C-terminal domain superfamily",0.0,ATP binding;kinase activity,0,0,1
GL50581_316,GL50581_316-t26_1,Giardia Assemblage B isolate GS,Enkurin domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LNL2],406.0,44964.0,,0.0,,0,0,1
GL50581_3160,GL50581_3160-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,434.0,47338.0,,1.0,,0,0,1
GL50581_3161,GL50581_3161-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LWK2],971.0,107834.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding;transferase activity,0,0,1
GL50581_3162,GL50581_3162-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,475.0,52510.0,,0.0,,0,0,1
GL50581_3163,GL50581_3163-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,628.0,69301.0,,3.0,,0,0,1
GL50581_3164,GL50581_3164-t26_1,Giardia Assemblage B isolate GS,"Sec1, putative [Source:UniProtKB/TrEMBL;Acc:C6LWK5]",694.0,76767.0,Sec1-like superfamily,0.0,,0,1,0
GL50581_3165,GL50581_3165-t26_1,Giardia Assemblage B isolate GS,AB hydrolase-1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWK6],312.0,35547.0,Alpha/Beta hydrolase fold,0.0,,0,0,1
GL50581_3167,GL50581_3167-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,674.0,75679.0,,0.0,,0,0,1
GL50581_3168,GL50581_3168-t26_1,Giardia Assemblage B isolate GS,Nucleolar protein 10 [Source:UniProtKB/TrEMBL;Acc:C6LWK8],63.0,6995.0,"H/ACA ribonucleoprotein complex, subunit Nop10 superfamily",0.0,snoRNA binding,0,0,1
GL50581_3169,GL50581_3169-t26_1,Giardia Assemblage B isolate GS,RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWK9],89.0,9970.0,,0.0,zinc ion binding,0,0,1
GL50581_317,GL50581_317-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,157.0,17329.0,,4.0,,0,0,1
GL50581_3170,GL50581_3170-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,592.0,67164.0,,0.0,protein binding,0,0,1
GL50581_3171,GL50581_3171-t26_1,Giardia Assemblage B isolate GS,VSP [Source:UniProtKB/TrEMBL;Acc:C6LWL1],210.0,21425.0,Growth factor receptor cysteine-rich domain superfamily,0.0,,0,0,1
GL50581_3172,GL50581_3172-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,979.0,107264.0,,1.0,,0,0,1
GL50581_3174,GL50581_3174-t26_1,Giardia Assemblage B isolate GS,Delta giardin [Source:UniProtKB/TrEMBL;Acc:C6LWL3],268.0,30771.0,,0.0,structural constituent of cytoskeleton,0,0,1
GL50581_3175,GL50581_3175-t26_1,Giardia Assemblage B isolate GS,"Signal peptidase subunit, putative [Source:UniProtKB/TrEMBL;Acc:C6LWL4]",189.0,21785.0,,1.0,,0,0,1
GL50581_3176,GL50581_3176-t26_1,Giardia Assemblage B isolate GS,"Sec1, putative [Source:UniProtKB/TrEMBL;Acc:C6LWL5]",584.0,64549.0,Sec1-like superfamily,0.0,,0,1,0
GL50581_3177,GL50581_3177-t26_1,Giardia Assemblage B isolate GS,40S ribosomal protein S25 [Source:UniProtKB/TrEMBL;Acc:C6LWL6],88.0,10062.0,,0.0,,1,0,1
GL50581_3178,GL50581_3178-t26_1,Giardia Assemblage B isolate GS,Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWL7],561.0,61675.0,Papain-like cysteine peptidase superfamily,1.0,cysteine-type peptidase activity,0,0,1
GL50581_3179,GL50581_3179-t26_1,Giardia Assemblage B isolate GS,eIF3g domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWL8],349.0,40277.0,,0.0,,0,0,1
GL50581_318,GL50581_318-t26_1,Giardia Assemblage B isolate GS,N-acetyltransferase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LNL4],408.0,46612.0,Bromodomain-like superfamily;Acyl-CoA N-acyltransferase,0.0,N-acetyltransferase activity;histone acetyltransferase activity;protein binding,0,0,1
GL50581_3180,GL50581_3180-t26_1,Giardia Assemblage B isolate GS,UBC core domain-containing protein [Source:UniProtKB/TrEMBL;Acc:E2RTR7],164.0,18550.0,Ubiquitin-conjugating enzyme/RWD-like,0.0,ATP binding;transferase activity,0,0,1
GL50581_3181,GL50581_3181-t26_1,Giardia Assemblage B isolate GS,"Serine peptidase, putative [Source:UniProtKB/TrEMBL;Acc:C6LWM0]",469.0,53357.0,Alpha/Beta hydrolase fold,0.0,serine-type peptidase activity,1,0,1
GL50581_3182,GL50581_3182-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,334.0,37411.0,,0.0,,0,0,1
GL50581_3183,GL50581_3183-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,313.0,35217.0,,0.0,,0,0,1
GL50581_3184,GL50581_3184-t26_1,Giardia Assemblage B isolate GS,Ribosomal protein L12 [Source:UniProtKB/TrEMBL;Acc:C6LWM3],182.0,19628.0,"Ribosomal protein L11, C-terminal domain superfamily;Ribosomal protein L11/L12, N-terminal domain superfamily",0.0,structural constituent of ribosome,0,0,1
GL50581_3185,GL50581_3185-t26_1,Giardia Assemblage B isolate GS,Protein transport protein SEC23 [Source:UniProtKB/TrEMBL;Acc:C6LWM4],860.0,95153.0,"von Willebrand factor A-like domain superfamily;Sec23/Sec24 helical domain superfamily;Gelsolin-like domain superfamily;Zinc finger, Sec23/Sec24-type superfamily",0.0,zinc ion binding,0,0,1
GL50581_3186,GL50581_3186-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,314.0,34948.0,,3.0,,0,0,1
GL50581_3187,GL50581_3187-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWM6],511.0,56065.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50581_3188,GL50581_3188-t26_1,Giardia Assemblage B isolate GS,High cysteine membrane protein Group 2 [Source:UniProtKB/TrEMBL;Acc:C6LWM7],539.0,56748.0,Growth factor receptor cysteine-rich domain superfamily,1.0,,0,0,1
GL50581_3189,GL50581_3189-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,279.0,32598.0,,6.0,,0,0,1
GL50581_319,GL50581_319-t26_1,Giardia Assemblage B isolate GS,Ribosomal protein S15 [Source:UniProtKB/TrEMBL;Acc:C6LNL5],145.0,16678.0,"Ribosomal protein S19, superfamily",0.0,structural constituent of ribosome,0,0,1
GL50581_3190,GL50581_3190-t26_1,Giardia Assemblage B isolate GS,TPH domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWM9],500.0,60104.0,,0.0,,0,0,1
GL50581_3191,GL50581_3191-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,317.0,32196.0,Growth factor receptor cysteine-rich domain superfamily,0.0,,0,0,1
GL50581_3192,GL50581_3192-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,256.0,28620.0,AhpD-like,0.0,peroxiredoxin activity,1,0,1
GL50581_3193,GL50581_3193-t26_1,Giardia Assemblage B isolate GS,VSP [Source:UniProtKB/TrEMBL;Acc:C6LWN2],195.0,20055.0,Growth factor receptor cysteine-rich domain superfamily,0.0,,0,0,1
GL50581_3194,GL50581_3194-t26_1,Giardia Assemblage B isolate GS,VSP [Source:UniProtKB/TrEMBL;Acc:C6LWN3],122.0,12292.0,Growth factor receptor cysteine-rich domain superfamily,1.0,,1,0,1
GL50581_3195,GL50581_3195-t26_1,Giardia Assemblage B isolate GS,VSP [Source:UniProtKB/TrEMBL;Acc:C6LWN4],276.0,28675.0,Growth factor receptor cysteine-rich domain superfamily,0.0,,0,0,1
GL50581_3196,GL50581_3196-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,245.0,25743.0,,6.0,,0,0,1
GL50581_3197,GL50581_3197-t26_1,Giardia Assemblage B isolate GS,P/Homo B domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWN6],599.0,64748.0,Galactose-binding-like domain superfamily,1.0,serine-type endopeptidase activity,0,0,1
GL50581_3198,GL50581_3198-t26_1,Giardia Assemblage B isolate GS,ABC transporter domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWN7],849.0,95573.0,"P-loop containing nucleoside triphosphate hydrolase;ABC transporter type 1, transmembrane domain superfamily",2.0,ATP binding;ATP hydrolysis activity,0,0,1
GL50581_3199,GL50581_3199-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,194.0,22119.0,,0.0,,0,0,1
GL50581_32,GL50581_32-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,2626.0,290786.0,"HECT, E3 ligase catalytic domain",0.0,ubiquitin-protein transferase activity,0,0,1
GL50581_320,GL50581_320-t26_1,Giardia Assemblage B isolate GS,PPPDE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LNL6],460.0,50137.0,,0.0,hydrolase activity,0,0,1
GL50581_3200,GL50581_3200-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,251.0,28975.0,,0.0,,0,0,1
GL50581_3201,GL50581_3201-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LWP0]",617.0,68504.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity,0,0,1
GL50581_3202,GL50581_3202-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWP1],870.0,98571.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein kinase activity,0,0,1
GL50581_3203,GL50581_3203-t26_1,Giardia Assemblage B isolate GS,DNA helicase [Source:UniProtKB/TrEMBL;Acc:C6LWP2],929.0,102255.0,"Nucleic acid-binding, OB-fold;P-loop containing nucleoside triphosphate hydrolase",0.0,ATP binding;DNA binding;DNA helicase activity,0,1,0
GL50581_3204,GL50581_3204-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,259.0,29167.0,,1.0,,0,0,1
GL50581_3205,GL50581_3205-t26_1,Giardia Assemblage B isolate GS,TPR_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWP4],1303.0,143100.0,Tetratricopeptide-like helical domain superfamily,0.0,protein binding,0,0,1
GL50581_3206,GL50581_3206-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,647.0,72328.0,,0.0,,0,0,1
GL50581_3207,GL50581_3207-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWP6],1010.0,112590.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,protein binding,0,0,1
GL50581_3208,GL50581_3208-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWP7],755.0,82503.0,Ankyrin repeat-containing domain superfamily,0.0,kinase activity;protein binding,0,0,1
GL50581_3209,GL50581_3209-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LWP8]",1016.0,113668.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity;protein tyrosine kinase activity,0,0,1
GL50581_321,GL50581_321-t26_1,Giardia Assemblage B isolate GS,UBA_e1_C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LNL7],1092.0,120987.0,Ubiquitin-activating enzyme,0.0,ubiquitin-like modifier activating enzyme activity,1,1,0
GL50581_3210,GL50581_3210-t26_1,Giardia Assemblage B isolate GS,Ubiquitin-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWP9],102.0,11495.0,Ubiquitin-like domain superfamily,0.0,protein binding,0,0,1
GL50581_3211,GL50581_3211-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1222.0,131713.0,,0.0,,0,0,1
GL50581_3212,GL50581_3212-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,354.0,40607.0,,0.0,,0,0,1
GL50581_3213,GL50581_3213-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,545.0,60516.0,,0.0,,0,0,1
GL50581_3214,GL50581_3214-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,769.0,86151.0,,0.0,,0,0,1
GL50581_3215,GL50581_3215-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,329.0,36320.0,,0.0,,0,0,1
GL50581_3216,GL50581_3216-t26_1,Giardia Assemblage B isolate GS,40S ribosomal protein SA [Source:UniProtKB/TrEMBL;Acc:C6LWQ5],244.0,27918.0,"Ribosomal protein S2, flavodoxin-like domain superfamily",0.0,structural constituent of ribosome,0,0,1
GL50581_3217,GL50581_3217-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1105.0,123411.0,,0.0,,0,0,1
GL50581_3218,GL50581_3218-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWQ7],1213.0,133636.0,Ankyrin repeat-containing domain superfamily,0.0,protein binding,0,0,1
GL50581_3219,GL50581_3219-t26_1,Giardia Assemblage B isolate GS,VSP [Source:UniProtKB/TrEMBL;Acc:C6LWQ8],236.0,23933.0,Growth factor receptor cysteine-rich domain superfamily,1.0,,0,0,1
GL50581_322,GL50581_322-t26_1,Giardia Assemblage B isolate GS,High cysteine membrane protein Group 4 [Source:UniProtKB/TrEMBL;Acc:C6LNL8],842.0,87862.0,Growth factor receptor cysteine-rich domain superfamily,1.0,,0,0,1
GL50581_3220,GL50581_3220-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,128.0,14219.0,,0.0,,0,0,1
GL50581_3221,GL50581_3221-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,151.0,17035.0,,0.0,,0,0,1
GL50581_3222,GL50581_3222-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,220.0,25993.0,,0.0,,0,0,1
GL50581_3223,GL50581_3223-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,179.0,19215.0,,0.0,,0,0,1
GL50581_3224,GL50581_3224-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LWR3]",705.0,79509.0,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0.0,ATP binding;protein binding;protein kinase activity,0,0,1
GL50581_3225,GL50581_3225-t26_1,Giardia Assemblage B isolate GS,DUF4200 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWR4],399.0,44587.0,,0.0,,0,0,1
GL50581_3226,GL50581_3226-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,141.0,15960.0,Homeobox-like domain superfamily,0.0,,0,0,1
GL50581_3227,GL50581_3227-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWR6],622.0,70764.0,Protein kinase-like domain superfamily,0.0,ATP binding;protein kinase activity,0,0,1
GL50581_3228,GL50581_3228-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,213.0,24074.0,,0.0,,0,0,1
GL50581_3229,GL50581_3229-t26_1,Giardia Assemblage B isolate GS,GPN-loop GTPase [Source:UniProtKB/TrEMBL;Acc:C6LWR8],369.0,42014.0,P-loop containing nucleoside triphosphate hydrolase,0.0,ATP binding;GTP binding;GTPase activity,0,0,1
GL50581_323,GL50581_323-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,216.0,24898.0,,5.0,,0,0,1
GL50581_3230,GL50581_3230-t26_1,Giardia Assemblage B isolate GS,"U3 small nucleolar RNA interacting protein, putative [Source:UniProtKB/TrEMBL;Acc:C6LWR9]",448.0,49418.0,Quinoprotein alcohol dehydrogenase-like superfamily,0.0,U3 snoRNA binding;protein binding,0,0,1
GL50581_3231,GL50581_3231-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1093.0,123731.0,,0.0,,0,0,1
GL50581_3232,GL50581_3232-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1139.0,128686.0,,0.0,,0,0,1
GL50581_3233,GL50581_3233-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,252.0,28382.0,,0.0,,0,0,1
GL50581_3234,GL50581_3234-t26_1,Giardia Assemblage B isolate GS,UBC core domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWS3],159.0,18462.0,Ubiquitin-conjugating enzyme/RWD-like,0.0,ATP binding;transferase activity,0,0,1
GL50581_3235,GL50581_3235-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,6983.0,782082.0,,0.0,,0,0,1
GL50581_3236,GL50581_3236-t26_1,Giardia Assemblage B isolate GS,CXC-rich protein [Source:UniProtKB/TrEMBL;Acc:C6LWS5],1806.0,187168.0,Growth factor receptor cysteine-rich domain superfamily,1.0,metal ion binding;metalloendopeptidase activity,0,0,1
GL50581_3238,GL50581_3238-t26_1,Giardia Assemblage B isolate GS,Metal-dependent hydrolase [Source:UniProtKB/TrEMBL;Acc:C6LWS6],334.0,37272.0,Ribonuclease Z/Hydroxyacylglutathione hydrolase-like,0.0,hydrolase activity,0,0,1
GL50581_3239,GL50581_3239-t26_1,Giardia Assemblage B isolate GS,Pyruvate kinase [Source:UniProtKB/TrEMBL;Acc:C6LWS7],555.0,60729.0,"Pyruvate kinase-like, insert domain superfamily;Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily;Pyruvate kinase, C-terminal domain superfamily",0.0,ATP binding;catalytic activity;kinase activity;magnesium ion binding;potassium ion binding;pyruvate kinase activity,0,0,1
GL50581_324,GL50581_324-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,849.0,94637.0,,0.0,,0,0,1
GL50581_3240,GL50581_3240-t26_1,Giardia Assemblage B isolate GS,Helicase ATP-binding domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LWS8],1060.0,118193.0,P-loop containing nucleoside triphosphate hydrolase,0.0,"ATP binding;DNA binding;DNA helicase activity;helicase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleic acid binding",0,0,1
GL50581_3241,GL50581_3241-t26_1,Giardia Assemblage B isolate GS,Ribosomal RNA-processing protein 43 [Source:UniProtKB/TrEMBL;Acc:C6LWS9],315.0,34534.0,"Ribosomal protein S5 domain 2-type fold;Exoribonuclease, PH domain 2 superfamily",0.0,exonuclease activity,0,0,1
GL50581_3242,GL50581_3242-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1010.0,115134.0,Armadillo-type fold,0.0,,0,0,1
GL50581_3243,GL50581_3243-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,546.0,61920.0,,0.0,,0,0,1
GL50581_3244,GL50581_3244-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,267.0,29861.0,Translation Initiation factor eIF- 4e-like,0.0,RNA binding;translation initiation factor activity,0,0,1
